,severity_proba
1896,0.008528402
1897,0.06586979
1898,0.35588592
1900,0.0033245112
1901,0.0021852655
1904,0.024141682
1906,0.0119694425
1907,0.033254467
1908,0.17610328
1909,0.0071150158
1910,0.008120779
1911,0.011314245
1912,0.01922976
1913,0.14174838
1914,0.38702664
1915,0.12758526
1916,0.049318407
1917,0.0047257445
1918,0.05295312
1919,0.008558411
1920,0.0074660727
1921,0.018042676
1922,0.0036730117
1924,0.007146324
1925,0.008735131
1926,0.068962574
1928,0.0015377393
1929,0.0041614375
1930,0.001944098
1931,0.012671201
1932,0.0014431772
1933,0.013043502
1934,0.0061342707
1935,0.002433008
1936,0.02592585
1937,0.008371713
1938,0.017639745
1939,0.019340103
1941,0.52583927
1942,0.0051703593
1943,0.15119003
1944,0.0054816892
1945,0.0025102992
1946,0.017327866
1947,0.013559567
1950,0.11612548
1951,0.5863108
1952,0.058264755
1953,0.0025556085
1954,0.24403347
1955,0.003032426
1956,0.0052665924
1958,0.006479328
1959,0.0072953803
1960,0.27979788
1961,0.011519519
1962,0.01476808
1963,0.47558
1964,0.42870307
1966,0.7667688
1967,0.002531245
1968,0.0069152247
1969,0.0042609004
1971,0.015435346
1972,0.004557115
1973,0.006114838
1974,0.010031715
1975,0.014502238
1976,0.4201969
1977,0.0049651256
1978,0.0028710316
1979,0.06256525
1980,0.003357448
1981,0.013200263
1982,0.005659192
1983,0.0029441675
1984,0.0098197
1985,0.15808974
1987,0.31612304
1988,0.0930301
1989,0.0062444457
1990,0.019718146
1992,0.0037313178
1993,0.004444458
1994,0.02378517
1996,0.0044737603
1997,0.0057715666
1999,0.03895295
2000,0.009124719
2001,0.0061968006
2002,0.0028531286
2003,0.008249617
2004,0.015272691
2005,0.003141095
2006,0.004096422
2007,0.08321202
2008,0.1884548
2009,0.03441214
2010,0.16791336
2011,0.024883932
2012,0.005675026
2014,0.002052752
2015,0.047756016
2016,0.13455865
2017,0.05238112
2018,0.07192425
2019,0.054140866
2021,0.06762846
2023,0.03792256
2024,0.13525003
2025,0.02199267
2026,0.1148357
2027,0.0027805401
2028,0.005031316
2029,0.1957146
2030,0.022432348
2031,0.25662836
2032,0.15422274
2033,0.10975778
2035,0.008664993
2039,0.0052358704
2041,0.002790055
2042,0.38634342
2043,0.02010544
2044,0.06867652
2045,0.0067318855
2046,0.3982899
2047,0.59780425
2048,0.038528163
2049,0.11476706
2050,0.010405712
2051,0.63588154
2052,0.007796373
2053,0.0058328942
2054,0.046463385
2055,0.010964276
2056,0.19025329
2058,0.22317572
2061,0.48425984
2062,0.62035704
2063,0.252966
2065,0.42477086
2066,0.3384499
2067,0.766991
2069,0.06890527
2070,0.2144954
2072,0.15080582
2073,0.6194972
2074,0.4633455
2075,0.089222595
2076,0.14671084
2077,0.09605846
2078,0.12103476
2079,0.024702394
2080,0.0040052473
2081,0.022564221
2082,0.037460025
2083,0.0019751734
2084,0.010025253
2085,0.002718435
2086,0.001136307
2087,0.0011537584
2088,0.008891549
2089,0.002394182
2090,0.0021371678
2091,0.0020530508
2092,0.0007013505
2093,0.0040381067
2095,0.0007204243
2096,0.008195061
2097,0.0010991116
2098,0.0022909117
2099,0.011244609
2100,0.00572831
2101,0.004679323
2102,0.0019012938
2103,0.071013734
2104,0.005691968
2105,0.45182005
2106,0.0020124498
2108,0.002773403
2109,0.001496892
2110,0.0018963251
2111,0.0034663493
2113,0.006471009
2114,0.0035616765
2115,0.0020247954
2116,0.005436173
2118,0.0040876074
2119,0.026720613
2120,0.0013740093
2121,0.32920495
2122,0.0031334087
2123,0.0041590924
2124,0.19174892
2125,0.0053910934
2126,0.18133491
2127,0.0023461664
2129,0.23444685
2130,0.047260106
2131,0.02555361
2132,0.17462856
2133,0.009823663
2134,0.009720303
2135,0.0010750445
2136,0.0037995619
2137,0.0034416968
2138,0.022626316
2140,0.27268222
2141,0.05193215
2142,0.88271284
2143,0.0080671115
2144,0.006567836
2145,0.40451267
2146,0.00883593
2147,0.020335466
2148,0.23938292
2149,0.012338676
2150,0.011296352
2151,0.0036802343
2152,0.3120118
2153,0.19129467
2154,0.6870166
2155,0.86290425
2156,0.009875868
2157,0.09666497
2158,0.015531643
2159,0.19860879
2160,0.08167301
2161,0.21396174
2162,0.0021697227
2163,0.00823236
2164,0.018285101
2165,0.010358493
2167,0.010652265
2169,0.04942267
2170,0.0015798085
2172,0.015843593
2173,0.10766885
2174,0.002981051
2175,0.050898567
2176,0.007455956
2177,0.002987998
2178,0.02712727
2179,0.3781547
2180,0.021644095
2182,0.012329971
2183,0.055716272
2185,0.015651098
2186,0.002967131
2187,0.0043613636
2189,0.45055738
2190,0.0053943447
2191,0.7481837
2192,0.11310147
2193,0.0385052
2194,0.010353958
2195,0.009865593
2196,0.1143608
2197,0.04360169
2198,0.0069393483
2200,0.10477622
2202,0.004191608
2204,0.04254711
2205,0.12920295
2206,0.014883073
2207,0.86624324
2208,0.05933435
2209,0.6437643
2210,0.32820153
2211,0.3636588
2212,0.024424642
2213,0.0051949443
2215,0.4999483
2217,0.6922901
2218,0.005635885
2219,0.8225139
2220,0.8644189
2224,0.096608356
2226,0.43783796
2228,0.38198408
2229,0.78136444
2230,0.656386
2231,0.53779477
2232,0.0765133
2233,0.91841495
2235,0.062943675
2236,0.009529765
2237,0.06500796
2239,0.33991894
2241,0.027300633
2242,0.044336256
2244,0.42388973
2246,0.46185866
2247,0.012830391
2248,0.011177172
2251,0.62387204
2253,0.49460772
2254,0.12390568
2255,0.040031087
2256,0.030397346
2257,0.40956405
2258,0.031628426
2259,0.010412868
2260,0.06281265
2261,0.032209974
2262,0.020865796
2263,0.572748
2264,0.07378055
2265,0.33869886
2267,0.2299393
2268,0.33614472
2269,0.016387852
2271,0.12179349
2272,0.18162595
2273,0.8634436
2274,0.4204185
2275,0.0053526005
2276,0.06381121
2277,0.3409155
2278,0.071708076
2279,0.18700339
2280,0.006237998
2281,0.014330974
2282,0.040676177
2283,0.007232706
2284,0.005999349
2285,0.3814625
2286,0.026605511
2288,0.0077801202
2289,0.04975848
2290,0.035634656
2291,0.013307199
2292,0.29635286
2293,0.5344978
2295,0.007473161
2297,0.034789033
2298,0.038292956
2301,0.043950066
2302,0.025595482
2304,0.050735943
2305,0.012843806
2306,0.5347451
2307,0.4291535
2308,0.0043508615
2309,0.4873773
2310,0.0020952697
2311,0.002106443
2315,0.4874845
2321,0.007213332
2322,0.6169403
2324,0.0477531
2326,0.24896687
2327,0.47836047
2329,0.6612135
2330,0.0022284673
2331,0.24691232
2332,0.066926666
2334,0.0095516415
2335,0.90137196
2337,0.62896055
2338,0.12334835
2340,0.20479706
2342,0.09014335
2343,0.3469957
2344,0.037674353
2345,0.0035202526
2346,0.033250753
2347,0.48771408
2348,0.0077530597
2350,0.07439477
2351,0.005602644
2352,0.0062381458
2353,0.002667146
2354,0.22148414
2355,0.05277734
2356,0.006307487
2357,0.023812694
2358,0.0064756484
2359,0.009909744
2360,0.005185709
2361,0.0015171019
2362,0.0017277458
2363,0.0041854125
2364,0.1866565
2365,0.05628944
2366,0.03226591
2367,0.091002904
2368,0.042443182
2369,0.008138751
2370,0.0044512716
2371,0.0073229247
2372,0.0092017725
2373,0.62034005
2374,0.032625496
2375,0.1108228
2376,0.00454477
2377,0.7306793
2378,0.023905942
2379,0.2595727
2380,0.60203916
2381,0.1727112
2382,0.10540966
2383,0.61506736
2385,0.59045225
2386,0.38304555
2387,0.24339238
2388,0.24886465
2389,0.095138505
2390,0.6816855
2391,0.5324952
2392,0.04960361
2393,0.3375168
2394,0.19806828
2395,0.07052185
2396,0.42515963
2397,0.05273197
2398,0.009268578
2400,0.15640816
2401,0.21126811
2404,0.5424191
2405,0.026815819
2407,0.010787641
2408,0.0039274064
2409,0.0961579
2410,0.0055819494
2411,0.14968146
2412,0.007748451
2413,0.4662029
2414,0.0116607305
2415,0.06689346
2416,0.13077934
2417,0.006334418
2418,0.3061993
2419,0.0026905036
2421,0.22876684
2422,0.005219019
2423,0.0032926165
2424,0.31853113
2425,0.35949707
2426,0.88874686
2427,0.0376898
2428,0.24197504
2429,0.0014556713
2430,0.16878557
2431,0.13639307
2432,0.121306635
2433,0.0027432134
2434,0.027089706
2435,0.0046818736
2436,0.005962756
2437,0.011281791
2438,0.013682121
2439,0.26121902
2441,0.11322973
2442,0.0077136056
2443,0.3766699
2445,0.18495347
2446,0.005440988
2447,0.007820838
2448,0.0020300692
2449,0.021329574
2450,0.047852103
2452,0.0030496398
2453,0.004239004
2454,0.0020392314
2455,0.0045708236
2456,0.0052104285
2457,0.018697277
2458,0.0123952795
2459,0.0014023676
2460,0.0036668903
2461,0.23000494
2462,0.08742661
2463,0.025833312
2465,0.0042534457
2466,0.104822226
2467,0.04860506
2469,0.038699105
2470,0.0046512163
2471,0.0136369895
2472,0.0025013436
2473,0.12610279
2475,0.02050279
2476,0.0031136083
2477,0.012778524
2478,0.11508677
2479,0.00379542
2480,0.12547632
2481,0.0055972743
2482,0.017958548
2483,0.069626816
2485,0.013603427
2486,0.008020416
2487,0.1044706
2489,0.0049073403
2490,0.010325452
2491,0.045085896
2492,0.4776957
2493,0.010774805
2494,0.012273669
2495,0.007823814
2496,0.10023363
2497,0.2952945
2498,0.022069743
2499,0.01168112
2500,0.2330589
2501,0.031201823
2502,0.0037664406
2504,0.16968723
2505,0.00304459
2506,0.0026252137
2507,0.001913527
2509,0.0027196284
2510,0.023282554
2511,0.08466639
2512,0.027943123
2513,0.10274673
2514,0.01220762
2515,0.07178566
2516,0.043859266
2517,0.010725085
2518,0.016854575
2519,0.116841786
2520,0.004677064
2521,0.34581777
2522,0.008741301
2523,0.07672463
2524,0.07482506
2525,0.30281872
2526,0.24226838
2527,0.27396926
2528,0.009411118
2529,0.2445386
2530,0.39906934
2531,0.047627307
2533,0.046315663
2534,0.11814678
2535,0.07520935
2536,0.35389838
2537,0.051978335
2538,0.0073231254
2539,0.0366906
2540,0.33043882
2541,0.17305
2542,0.004488587
2543,0.08422138
2544,0.008865593
2545,0.08856956
2546,0.008563292
2547,0.32074907
2548,0.097588085
2549,0.32209742
2550,0.029357824
2551,0.21003118
2552,0.021407062
2553,0.016386317
2554,0.038196452
2555,0.02626297
2556,0.01931232
2557,0.13961035
2559,0.016222265
2560,0.46199307
2561,0.54802775
2562,0.068975694
2563,0.083553724
2564,0.0425667
2565,0.0038419433
2566,0.5543285
2568,0.06168356
2569,0.003368637
2570,0.2012123
2571,0.024212824
2573,0.10536711
2574,0.0023340508
2575,0.0046875942
2576,0.005482888
2577,0.009682216
2578,0.023886628
2579,0.023227658
2580,0.30011424
2581,0.46577844
2582,0.46454176
2583,0.40371117
2584,0.011979365
2585,0.011889439
2586,0.0776607
2587,0.011587337
2588,0.50948256
2589,0.19428848
2591,0.5554988
2593,0.03639412
2594,0.1311276
2596,0.016319271
2597,0.0025769165
2599,0.72151893
2600,0.80616724
2605,0.26062474
2606,0.2824004
2607,0.023402099
2608,0.5187956
2609,0.49435917
2610,0.7370002
2611,0.26234418
2612,0.5146069
2614,0.5652012
2615,0.6271686
2617,0.13556464
2618,0.004785204
2619,0.11104284
2620,0.40511975
2621,0.46802565
2622,0.060103025
2623,0.014536959
2624,0.35138154
2625,0.008934403
2626,0.008778163
2627,0.001326355
2628,0.001304588
2629,0.3100169
2630,0.010286354
2631,0.2129691
2633,0.7952555
2634,0.69470805
2635,0.068052046
2636,0.01302065
2638,0.6269385
2639,0.6882064
2640,0.57128066
2641,0.7121974
2642,0.4564825
2644,0.5529858
2645,0.47286022
2647,0.6452122
2648,0.0025981318
2649,0.45326322
2650,0.09198035
2651,0.01028619
2652,0.31148177
2653,0.51437
2654,0.006299948
2655,0.005683837
2656,0.67549485
2657,0.016483558
2658,0.115517795
2659,0.12505968
2660,0.06569667
2662,0.2717258
2663,0.012801535
2664,0.28709775
2665,0.25169003
2666,0.3078935
2667,0.46762383
2668,0.019960055
2671,0.007857112
2672,0.030871844
2673,0.030259274
2674,0.014126438
2675,0.44954738
2676,0.48230746
2677,0.016454658
2679,0.81898546
2680,0.00780887
2681,0.022876043
2682,0.24566263
2683,0.007973295
2685,0.0556784
2686,0.037853677
2687,0.66036516
2688,0.30186674
2690,0.042448413
2691,0.0049883705
2692,0.004942373
2693,0.29309726
2694,0.0047338572
2695,0.13112582
2696,0.026866637
2697,0.007666659
2698,0.16734709
2699,0.31174952
2700,0.009549197
2701,0.008136114
2702,0.008553937
2703,0.0071032755
2704,0.4315738
2707,0.003019722
2708,0.5309745
2709,0.028093066
2710,0.22854249
2711,0.2188994
2712,0.3131342
2713,0.01594861
2714,0.008187174
2715,0.028830046
2716,0.022052051
2717,0.031195652
2718,0.00310211
2719,0.003039602
2720,0.13503355
2721,0.026215881
2722,0.044741523
2724,0.17577851
2727,0.8235517
2728,0.7496312
2729,0.07838011
2730,0.7873845
2732,0.007534765
2733,0.02103778
2734,0.021981042
2735,0.38291147
2737,0.05272793
2738,0.2635284
2742,0.13547464
2743,0.27472395
2744,0.015458472
2745,0.45211655
2746,0.29424387
2747,0.41790086
2748,0.38748205
2749,0.03590684
2750,0.26243892
2751,0.004597308
2753,0.07308935
2754,0.022410158
2755,0.30701187
2756,0.008031756
2759,0.056612458
2760,0.4456409
2763,0.1418963
2765,0.019075403
2766,0.008181194
2768,0.73493695
2769,0.70636433
2770,0.5678404
2773,0.042667247
2774,0.35162106
2776,0.67395264
2778,0.426799
2779,0.652138
2780,0.50819933
2781,0.0163094
2782,0.42801476
2783,0.075076304
2784,0.058672916
2785,0.2447862
2786,0.06292878
2787,0.0026274235
2788,0.4768489
2789,0.0018609335
2790,0.38074663
2793,0.5032279
2794,0.004177677
2795,0.006865638
2797,0.49951696
2799,0.7400001
2800,0.4481047
2801,0.004915026
2802,0.004126803
2803,0.010524681
2804,0.087599196
2806,0.024707599
2808,0.06970106
2809,0.016027912
2810,0.0939426
2811,0.0037268307
2812,0.0031342546
2813,0.08298227
2814,0.019402072
2815,0.044566885
2816,0.2393773
2817,0.012535132
2818,0.042452183
2819,0.010254306
2820,0.015126565
2821,0.4314475
2822,0.0050753374
2825,0.10775583
2826,0.33387074
2827,0.0027829013
2828,0.030613655
2829,0.003009276
2830,0.0069678165
2831,0.2387828
2833,0.0042918846
2834,0.4383194
2835,0.0134774465
2836,0.77917117
2837,0.16665931
2838,0.1802673
2839,0.33129457
2840,0.7084431
2843,0.62548864
2845,0.21476644
2846,0.073556624
2847,0.572325
2848,0.007060622
2849,0.028428867
2850,0.43125024
2851,0.53653675
2852,0.061823793
2853,0.89147645
2855,0.03699038
2857,0.021400023
2858,0.33745244
2860,0.77407396
2861,0.36314535
2863,0.33491433
2864,0.36523116
2865,0.74829197
2867,0.16033031
2868,0.071187876
2869,0.5695865
2873,0.33250004
2874,0.5231104
2875,0.5284239
2876,0.20709717
2877,0.008214225
2880,0.11978396
2882,0.0063364534
2884,0.17514567
2885,0.4753093
2888,0.005310583
2890,0.06047835
2891,0.04041917
2893,0.59521806
2894,0.66377205
2895,0.5935467
2896,0.13900916
2897,0.28698656
2898,0.69288856
2899,0.010741059
2900,0.031399865
2901,0.11803646
2902,0.003370266
2903,0.08574948
2904,0.11483163
2905,0.123651855
2906,0.0041846577
2909,0.18279018
2910,0.31464398
2912,0.43552732
2913,0.037564065
2917,0.08721208
2918,0.011702872
2920,0.75120926
2921,0.0065461486
2922,0.22194883
2923,0.03191818
2924,0.12516187
2925,0.39684093
2926,0.022229921
2927,0.7920306
2928,0.45732617
2929,0.010032321
2930,0.017579263
2931,0.022033822
2932,0.057828628
2933,0.039651077
2934,0.4105855
2936,0.06592386
2937,0.080747366
2938,0.5445473
2939,0.6594816
2940,0.8227593
2941,0.064039156
2942,0.7193561
2947,0.37859133
2948,0.48740792
2949,0.25947896
2950,0.025145711
2951,0.9331768
2952,0.7470676
2953,0.101332225
2954,0.25761917
2955,0.15869103
2956,0.30111116
2957,0.021731626
2958,0.7055124
2959,0.3190371
2963,0.0048508844
2965,0.106774926
2967,0.1054359
2968,0.43676326
2969,0.8075933
2970,0.012928328
2971,0.040444717
2972,0.24243277
2973,0.005123148
2974,0.026551278
2975,0.4722464
2976,0.015064256
2977,0.015067001
2978,0.016983327
2982,0.03502655
2984,0.059836768
2985,0.019237803
2986,0.038539626
2987,0.003011841
2989,0.025733516
2990,0.3530904
2991,0.7113498
2992,0.009928363
2993,0.82538897
2995,0.32678655
2996,0.5829102
2997,0.09916924
2998,0.0020646625
3000,0.8088542
3001,0.90653723
3003,0.19533145
3004,0.5864809
3005,0.4365811
3006,0.24168724
3007,0.009366455
3008,0.57254153
3010,0.6480773
3013,0.004944139
3015,0.4784353
3016,0.24103147
3017,0.4235735
3018,0.73401606
3019,0.4467169
3023,0.005142423
3025,0.4936095
3026,0.5809349
3029,0.65648913
3031,0.16373813
3032,0.063350916
3034,0.27687353
3036,0.005291369
3037,0.025020368
3038,0.33825088
3039,0.262748
3040,0.017583776
3041,0.33587933
3042,0.009665843
3043,0.040395923
3044,0.034510534
3045,0.0057159094
3046,0.032256573
3047,0.06917204
3048,0.011805486
3049,0.017843306
3050,0.028290642
3051,0.011868449
3052,0.014000874
3053,0.011972493
3054,0.014900434
3055,0.5270832
3056,0.016048044
3057,0.24304906
3059,0.42722252
3060,0.34184918
3061,0.18691367
3062,0.47955042
3063,0.7002309
3064,0.63588256
3065,0.33061862
3066,0.5542608
3067,0.41888592
3068,0.12796709
3071,0.72668916
3074,0.582774
3075,0.027668724
3076,0.32794827
3078,0.43500575
3080,0.008297007
3081,0.029769748
3082,0.38341388
3083,0.6620283
3084,0.62638783
3085,0.47809526
3087,0.68139833
3089,0.36866793
3090,0.09089973
3097,0.60617864
3099,0.0037245194
3100,0.26786968
3101,0.008765306
3102,0.029629778
3103,0.017660761
3104,0.02955508
3105,0.0076785954
3106,0.031913172
3107,0.007649826
3108,0.019844111
3109,0.0629694
3110,0.5527884
3111,0.031150645
3112,0.732416
3113,0.16207404
3114,0.061505657
3115,0.7264041
3118,0.621118
3119,0.81963307
3120,0.50697714
3122,0.49856463
3124,0.39414397
3126,0.47181135
3127,0.3510645
3128,0.5080048
3129,0.59476954
3130,0.66114694
3131,0.03993967
3132,0.8597939
3134,0.8265163
3135,0.3596098
3136,0.5084
3137,0.02201798
3139,0.031280484
3142,0.493357
3146,0.00204525
3148,0.07908282
3149,0.21703695
3150,0.54270744
3151,0.016718613
3152,0.36029065
3153,0.009178743
3154,0.00590507
3155,0.014582627
3156,0.5228669
3157,0.4051944
3160,0.5473211
3161,0.4715232
3162,0.71274656
3163,0.1661322
3164,0.5342749
3165,0.5243614
3167,0.6086187
3168,0.0038412372
3169,0.576531
3170,0.7140135
3172,0.5558433
3173,0.27244198
3177,0.8443123
3178,0.5184429
3179,0.027472124
3180,0.008314465
3182,0.59108204
3184,0.0065985993
3186,0.0031493818
3188,0.849374
3190,0.77049434
3191,0.029101074
3192,0.41283146
3193,0.5357595
3195,0.6453153
3197,0.14423308
3198,0.0033573697
3199,0.0043345736
3201,0.5530632
3202,0.2479219
3203,0.47623718
3206,0.07657883
3207,0.57989275
3209,0.008824575
3210,0.014123676
3211,0.024525478
3212,0.02353986
3213,0.07642335
3214,0.00987765
3215,0.68497324
3216,0.56563944
3217,0.77081555
3219,0.70623106
3221,0.50056577
3223,0.53453887
3225,0.0032607785
3227,0.5746167
3228,0.60252386
3229,0.15654367
3230,0.008666869
3231,0.108912975
3232,0.6856113
3233,0.41178972
3234,0.53601944
3235,0.37184379
3236,0.5606463
3237,0.37652534
3238,0.37238365
3239,0.06802201
3241,0.7411421
3242,0.07638876
3243,0.36689693
3245,0.8094947
3246,0.02576688
3247,0.002947131
3248,0.8025793
3251,0.10499691
3252,0.11205254
3256,0.6341488
3257,0.9327297
3258,0.026002534
3260,0.21894859
3261,0.46258888
3262,0.51589084
3265,0.012991532
3266,0.08231959
3267,0.80670375
3270,0.022749083
3271,0.62552404
3272,0.42847088
3274,0.46826887
3275,0.17281552
3276,0.3987993
3278,0.6701879
3280,0.06356712
3281,0.0197707
3282,0.0031394465
3283,0.007169879
3284,0.41877457
3285,0.0048605534
3286,0.009871207
3287,0.010341013
3288,0.0031030497
3289,0.0095283305
3290,0.008146769
3291,0.012544744
3292,0.020209547
3294,0.0021665073
3296,0.2278505
3297,0.009320736
3298,0.0028464724
3299,0.0048581874
3301,0.0027243346
3302,0.00612873
3303,0.00513799
3305,0.0023855304
3306,0.09142934
3308,0.00073205226
3309,0.0051548947
3311,0.007780367
3312,0.05384022
3313,0.005266143
3314,0.0026844381
3315,0.2463317
3316,0.011323273
3317,0.27915487
3318,0.0026626217
3319,0.0021652149
3322,0.002193477
3324,0.05646499
3327,0.011782538
3329,0.004551179
3330,0.008515586
3331,0.3713056
3332,0.039682265
3333,0.0059833387
3334,0.12029831
3335,0.021008672
3336,0.007194677
3337,0.0034844954
3338,0.043638457
3339,0.0061077517
3341,0.0048968336
3343,0.042018928
3344,0.016066734
3345,0.01919651
3346,0.03596803
3347,0.006012891
3348,0.053937785
3349,0.007506022
3350,0.058777556
3352,0.010186904
3353,0.0036538267
3354,0.011128565
3356,0.0023666949
3357,0.0056383116
3358,0.017039636
3359,0.008672517
3362,0.0017235012
3364,0.0065937154
3365,0.013555994
3366,0.0011914598
3367,0.0052061863
3368,0.0028594164
3369,0.002586307
3370,0.03284126
3371,0.10647753
3372,0.0025132261
3373,0.0038330753
3374,0.0074295755
3375,0.011596826
3376,0.003194306
3377,0.0037546628
3378,0.0022729868
3380,0.016638085
3381,0.007076723
3382,0.5145453
3384,0.006652872
3385,0.009812235
3386,0.06752438
3387,0.04040223
3388,0.003917811
3389,0.003215581
3391,0.012759579
3392,0.037512552
3394,0.0056186
3395,0.011098302
3396,0.009276349
3397,0.008981676
3398,0.0038735045
3399,0.008471482
3400,0.005432709
3401,0.20283489
3402,0.0050851153
3403,0.07651579
3404,0.37788042
3405,0.00343585
3406,0.22598056
3407,0.03078816
3408,0.22385916
3410,0.058382794
3411,0.09492053
3412,0.052506916
3413,0.4575337
3414,0.27720582
3416,0.051937714
3417,0.0032022188
3418,0.08343434
3420,0.0017562957
3421,0.013858088
3422,0.02975529
3423,0.14725402
3424,0.171887
3425,0.25551116
3426,0.06628249
3427,0.45630744
3428,0.0028168785
3429,0.025245119
3430,0.010551923
3432,0.00646079
3433,0.31130713
3436,0.07401934
3437,0.02894516
3438,0.00875392
3439,0.28373456
3440,0.024029974
3441,0.103429124
3442,0.12292393
3444,0.05567161
3445,0.0067629446
3446,0.03467229
3447,0.019443644
3448,0.010013405
3449,0.09498724
3450,0.0038698413
3451,0.005982017
3452,0.0050299936
3453,0.74345946
3454,0.028969014
3455,0.037505567
3456,0.020955538
3457,0.37874955
3458,0.018141182
3459,0.010095647
3460,0.13665426
3461,0.3702922
3462,0.030208034
3463,0.051475603
3464,0.54072267
3465,0.053415433
3466,0.0049995417
3467,0.00626619
3468,0.0049505336
3469,0.048772395
3470,0.0059699276
3471,0.57358134
3472,0.0413131
3473,0.0019257674
3474,0.2553824
3476,0.0047070985
3477,0.24591714
3478,0.007236027
3479,0.009302056
3480,0.0054239435
3481,0.020235227
3482,0.0027229048
3483,0.0047658905
3484,0.3970943
3485,0.0033193107
3486,0.039555646
3487,0.0011319472
3488,0.006995701
3489,0.08194402
3490,0.28833678
3491,0.020501345
3492,0.030206557
3493,0.14482369
3495,0.008572496
3496,0.10534308
3497,0.004125637
3498,0.1911914
3499,0.007920541
3500,0.09301383
3501,0.21725385
3502,0.077647604
3503,0.0075333677
3504,0.085731514
3505,0.050031096
3506,0.025069747
3507,0.062355053
3508,0.015103397
3509,0.0730707
3511,0.13018514
3512,0.06331331
3513,0.041135058
3514,0.38998955
3515,0.011821946
3516,0.0043909918
3517,0.0047025755
3518,0.0027373105
3519,0.021176597
3520,0.26499605
3523,0.04197917
3524,0.46260014
3525,0.011161683
3526,0.05359363
3528,0.020695778
3529,0.008166079
3530,0.007657819
3531,0.0023258775
3532,0.008072982
3533,0.21875513
3534,0.3395448
3535,0.06649605
3536,0.22031315
3537,0.056170028
3538,0.014115066
3541,0.006406337
3542,0.25216284
3543,0.00094527187
3544,0.46316656
3545,0.018889878
3546,0.2706195
3549,0.14487004
3550,0.8643364
3551,0.0044665183
3552,0.31950155
3553,0.29785225
3554,0.39437816
3555,0.49472824
3556,0.06573925
3558,0.012942282
3559,0.2256545
3560,0.44207427
3561,0.51367056
3563,0.16787802
3564,0.33490902
3566,0.015104758
3570,0.44440708
3571,0.370735
3572,0.79104084
3575,0.4948753
3576,0.48534995
3577,0.33334315
3578,0.7239667
3579,0.34839585
3580,0.38166285
3581,0.69320154
3582,0.544473
3583,0.15416771
3586,0.48748183
3588,0.61792445
3589,0.47291422
3590,0.38300598
3591,0.55779773
3592,0.25332507
3595,0.4398511
3596,0.4977514
3597,0.7963861
3598,0.5686966
3599,0.44145128
3600,0.49463114
3601,0.37275004
3602,0.7099346
3603,0.65172714
3604,0.5849574
3605,0.81059104
3606,0.29112956
3607,0.42542708
3612,0.7936084
3614,0.598653
3615,0.68367887
3616,0.12504426
3618,0.10854926
3620,0.53843087
3622,0.50535977
3624,0.2938182
3628,0.7907812
3629,0.38300434
3630,0.64548576
3631,0.7697723
3632,0.45588455
3633,0.7907812
3636,0.18263973
3637,0.29596114
3638,0.078203835
3639,0.2540411
3640,0.4029057
3641,0.87828475
3642,0.25834814
3643,0.07300891
3645,0.16621384
3646,0.42485034
3648,0.45188406
3649,0.08435837
3650,0.3814911
3651,0.08984743
3652,0.6193894
3653,0.5285431
3654,0.46516615
3656,0.05905429
3661,0.045395296
3662,0.45433503
3663,0.42595568
3666,0.40814516
3667,0.10231228
3668,0.055792816
3671,0.53929186
3672,0.2706538
3677,0.12967679
3679,0.5148656
3681,0.2698578
3684,0.32356814
3685,0.422722
3686,0.06408838
3687,0.01478213
3689,0.27272096
3690,0.12882428
3692,0.002583799
3693,0.011934507
3694,0.13429342
3695,0.062755615
3696,0.011221613
3697,0.014742425
3698,0.021759767
3699,0.021868326
3700,0.011288202
3701,0.11464496
3703,0.0018781117
3704,0.03349123
3705,0.0066725644
3706,0.0014694023
3708,0.0038648539
3709,0.0062983865
3710,0.09697496
3711,0.3615988
3712,0.0023125482
3713,0.063503884
3714,0.0011937653
3715,0.0011848854
3716,0.0042212047
3717,0.025065562
3718,0.006684668
3719,0.4116581
3720,0.05624413
3721,0.13974841
3722,0.04309062
3723,0.30244118
3726,0.0008429411
3727,0.009377416
3729,0.00076495507
3730,0.0027270413
3731,0.003135277
3732,0.004099353
3733,0.016620614
3734,0.13938695
3735,0.0073948787
3736,0.0050314777
3737,0.086800285
3738,0.0017193118
3740,0.006458296
3744,0.7965586
3745,0.0069714235
3746,0.008693584
3747,0.8590919
3749,0.33433312
3750,0.0016879459
3751,0.0032933112
3753,0.012656582
3754,0.25990197
3755,0.0061111334
3756,0.54889774
3757,0.010342653
3758,0.55949646
3759,0.030950507
3761,0.0032286262
3762,0.003453448
3763,0.022757988
3764,0.018235862
3765,0.042799786
3766,0.01472734
3769,0.0028008937
3770,0.015848357
3771,0.02069602
3772,0.011173125
3773,0.17688107
3774,0.021909231
3775,0.19120705
3776,0.51421165
3777,0.023515211
3778,0.054215595
3780,0.037198994
3781,0.32402757
3784,0.015148802
3786,0.0053464477
3788,0.7787489
3789,0.0057887365
3790,0.5697513
3791,0.007692913
3792,0.10066163
3793,0.037222665
3794,0.0038436265
3796,0.8687537
3797,0.37237585
3798,0.013905355
3799,0.06224747
3801,0.045110967
3802,0.030648142
3803,0.053206895
3804,0.27743825
3806,0.009247917
3807,0.033736728
3808,0.44584513
3809,0.20631762
3810,0.3282851
3811,0.021478651
3813,0.037768338
3814,0.008032519
3816,0.008941821
3817,0.06486363
